ID,County,State,TotalPop,Total income,poverty population,poverty percentage,percapitalincome
1212,Hancock,Maine,54468,1698215959.0,6317.0,12.0,31178.0
1213,Hancock,Mississippi,46277,1127895665.0,7978.0,17.0,24373.0
1214,Hancock,Ohio,75508,2235675944.0,9409.0,12.0,29608.0
1215,Hancock,Tennessee,6605,128111537.0,1718.0,26.0,19396.0
1216,Hancock,West Virginia,29921,752732599.0,4023.0,13.0,25157.0
1217,Hand,South Dakota,3303,109361452.0,269.0,8.0,33110.0
1218,Hanover,Virginia,103218,3914419273.0,6090.0,6.0,37924.0
1219,Hansford,Texas,5532,121643916.0,1033.0,19.0,21989.0
1220,Hanson,South Dakota,3404,84436220.0,221.0,6.0,24805.0
1221,Haralson,Georgia,28722,664653535.0,5153.0,18.0,23141.0
1222,Hardee,Florida,27326,509422939.0,6744.0,25.0,18642.0
1223,Hardeman,Tennessee,25784,436718391.0,5430.0,21.0,16938.0
1224,Hardeman,Texas,3990,85852830.0,551.0,14.0,21517.0
1225,Hardin,Illinois,4161,83322093.0,689.0,17.0,20025.0
1226,Hardin,Iowa,17239,490356600.0,1378.0,8.0,28445.0
1227,Hardin,Kentucky,107699,2847166654.0,15110.0,14.0,26436.0
1228,Hardin,Ohio,31576,666226184.0,5312.0,17.0,21099.0
1229,Hardin,Tennessee,25813,602149564.0,5564.0,22.0,23327.0
1230,Hardin,Texas,55993,1662618052.0,6785.0,12.0,29693.0
1231,Harding,New Mexico,546,16806972.0,108.0,20.0,30782.0
1232,Harding,South Dakota,1281,39024384.0,165.0,13.0,30464.0
1233,Hardy,West Virginia,13812,323835139.0,2042.0,15.0,23446.0
1234,Harford,Maryland,250132,9498096355.0,18684.0,7.0,37972.0
1235,Harlan,Kentucky,27548,425808638.0,9826.0,36.0,15457.0
1236,Harlan,Nebraska,3469,91494875.0,448.0,13.0,26375.0
1237,Harmon,Oklahoma,2758,59627960.0,444.0,16.0,21620.0
1238,Harnett,North Carolina,128753,2877813858.0,23379.0,18.0,22351.0
1239,Harney,Oregon,7195,175541542.0,1261.0,18.0,24398.0
1240,Harper,Kansas,5746,147661691.0,959.0,17.0,25698.0
1241,Harper,Oklahoma,3843,90446993.0,507.0,13.0,23536.0
1242,Harris,Georgia,33198,1074718528.0,2430.0,7.0,32373.0
1243,Harris,Texas,4525519,139641109641.0,758308.0,17.0,30856.0
1244,Harrison,Indiana,39450,1025412145.0,5067.0,13.0,25993.0
1245,Harrison,Iowa,14196,416392289.0,1492.0,11.0,29332.0
1246,Harrison,Kentucky,18630,419117500.0,3052.0,16.0,22497.0
1247,Harrison,Mississippi,200491,4636659603.0,40748.0,20.0,23127.0
1248,Harrison,Missouri,8615,180464808.0,1568.0,18.0,20948.0
1249,Harrison,Ohio,15397,353586902.0,2425.0,16.0,22965.0
1250,Harrison,Texas,66606,1673325146.0,12067.0,18.0,25123.0
1251,Harrison,West Virginia,68438,1858899403.0,10276.0,15.0,27162.0
1252,Harrisonburg city,Virginia,53064,1068351987.0,14609.0,28.0,20133.0
1253,Hart,Georgia,25535,553289583.0,4781.0,19.0,21668.0
1254,Hart,Kentucky,18531,365332264.0,4293.0,23.0,19715.0
1255,Hartford,Connecticut,897417,33937636566.0,103324.0,12.0,37817.0
1256,Hartley,Texas,5821,120354996.0,472.0,8.0,20676.0
1257,Harvey,Kansas,34683,922117615.0,3883.0,11.0,26587.0
1258,Haskell,Kansas,4081,98519421.0,543.0,13.0,24141.0
1259,Haskell,Oklahoma,12746,255029410.0,2450.0,19.0,20009.0
1260,Haskell,Texas,5806,122625942.0,1126.0,19.0,21121.0
1261,Hatillo Municipio,Puerto Rico,40978,424547793.0,18568.0,45.0,10360.0
1262,Hawaii,Hawaii,196325,5292813721.0,34347.0,17.0,26959.0
1263,Hawkins,Tennessee,56402,1248810954.0,10915.0,19.0,22141.0
1264,Hayes,Nebraska,957,26014131.0,86.0,9.0,27183.0
1265,Hays,Texas,194843,5699771899.0,32088.0,16.0,29253.0
1266,Haywood,North Carolina,59854,1625980856.0,9943.0,17.0,27166.0
1267,Haywood,Tennessee,17944,384955808.0,3408.0,19.0,21453.0
1268,Heard,Georgia,11607,243123802.0,2030.0,17.0,20946.0
1269,Hemphill,Texas,4152,122359440.0,365.0,9.0,29470.0
1270,Hempstead,Arkansas,22154,416879054.0,5635.0,25.0,18817.0
1271,Henderson,Illinois,6927,193601000.0,780.0,11.0,27949.0
1272,Henderson,Kentucky,46252,1108112070.0,8920.0,19.0,23958.0
1273,Henderson,North Carolina,112156,3172849241.0,13341.0,12.0,28290.0
1274,Henderson,Tennessee,27889,595254385.0,5444.0,20.0,21344.0
1275,Henderson,Texas,79687,1937576358.0,14376.0,18.0,24315.0
1276,Hendricks,Indiana,158170,5224545319.0,7966.0,5.0,33031.0
1277,Hendry,Florida,39064,719801472.0,9963.0,26.0,18426.0
1278,Hennepin,Minnesota,1224763,51187888619.0,145949.0,12.0,41794.0
1279,Henrico,Virginia,324073,11827709635.0,33906.0,10.0,36497.0
1280,Henry,Alabama,17110,410349900.0,2358.0,14.0,23983.0
1281,Henry,Georgia,217506,5856157828.0,24899.0,11.0,26924.0
1282,Henry,Illinois,49649,1412163011.0,6297.0,13.0,28443.0
1283,Henry,Indiana,48649,1133166552.0,7699.0,16.0,23293.0
1284,Henry,Iowa,19865,523236517.0,2492.0,13.0,26340.0
1285,Henry,Kentucky,15677,375177861.0,2849.0,18.0,23932.0
1286,Henry,Missouri,21834,532104026.0,4638.0,21.0,24370.0
1287,Henry,Ohio,27463,750424578.0,2508.0,9.0,27325.0
1288,Henry,Tennessee,32263,740491409.0,6356.0,20.0,22952.0
1289,Henry,Virginia,51956,1115623772.0,9925.0,19.0,21472.0
1290,Herkimer,New York,62943,1569271618.0,9408.0,15.0,24932.0
1291,Hernando,Florida,179144,4208938031.0,25767.0,14.0,23495.0
1292,Hertford,North Carolina,24262,446017386.0,5622.0,23.0,18383.0
1293,Hettinger,North Dakota,2601,84647126.0,240.0,9.0,32544.0
1294,Hickman,Kentucky,4625,91408500.0,684.0,15.0,19764.0
1295,Hickman,Tennessee,24502,512975531.0,4810.0,20.0,20936.0
1296,Hickory,Missouri,9352,184342598.0,2174.0,23.0,19712.0
1297,Hidalgo,New Mexico,4446,81531357.0,1159.0,26.0,18338.0
1298,Hidalgo,Texas,839539,13334484837.0,267454.0,32.0,15883.0
1299,Highland,Ohio,43031,950085240.0,9286.0,22.0,22079.0
1300,Highland,Virginia,2213,72250024.0,235.0,11.0,32648.0
1301,Highlands,Florida,100177,2306089353.0,18812.0,19.0,23020.0
1302,Hill,Montana,16468,358671491.0,3462.0,21.0,21780.0
1303,Hill,Texas,35098,819250184.0,6135.0,17.0,23342.0
1304,Hillsborough,Florida,1351087,40261749274.0,216719.0,16.0,29800.0
1305,Hillsborough,New Hampshire,406371,15288583108.0,35031.0,9.0,37622.0
1306,Hillsdale,Michigan,45909,1094078576.0,7944.0,17.0,23831.0
1307,Hinds,Mississippi,243249,5447964892.0,58543.0,24.0,22397.0
1308,Hinsdale,Colorado,820,24250680.0,98.0,12.0,29574.0
1309,Hitchcock,Nebraska,2860,72329400.0,406.0,14.0,25290.0
1310,Hocking,Ohio,28547,662075145.0,4063.0,14.0,23192.0
1311,Hockley,Texas,23273,527665678.0,3479.0,15.0,22673.0
1312,Hodgeman,Kansas,1875,54106875.0,158.0,8.0,28857.0
1313,Hoke,North Carolina,52571,1033220051.0,11495.0,22.0,19654.0
1314,Holmes,Florida,19483,358535689.0,5289.0,27.0,18402.0
1315,Holmes,Mississippi,18267,226401056.0,8468.0,46.0,12394.0
1316,Holmes,Ohio,43808,926245843.0,5225.0,12.0,21143.0
1317,Holt,Missouri,4499,113852037.0,541.0,12.0,25306.0
1318,Holt,Nebraska,10293,286746761.0,914.0,9.0,27858.0
1319,Honolulu,Hawaii,990060,33440126128.0,89599.0,9.0,33776.0
1320,Hood,Texas,55418,1805415281.0,6825.0,12.0,32578.0
1321,Hood River,Oregon,22938,678849486.0,2780.0,12.0,29595.0
1322,Hooker,Nebraska,684,18956376.0,119.0,17.0,27714.0
1323,Hoonah-Angoon Census Area,Alaska,2146,72329106.0,237.0,11.0,33704.0
1324,Hopewell city,Virginia,22353,506698397.0,4769.0,21.0,22668.0
1325,Hopkins,Kentucky,45985,1070922226.0,7953.0,17.0,23289.0
1326,Hopkins,Texas,35929,870775943.0,6441.0,18.0,24236.0
1327,Hormigueros Municipio,Puerto Rico,16474,190899250.0,6484.0,39.0,11588.0
1328,Horry,South Carolina,310186,8003964868.0,53004.0,17.0,25804.0
1329,Hot Spring,Arkansas,33480,698661808.0,5333.0,16.0,20868.0
1330,Hot Springs,Wyoming,4741,146680436.0,592.0,12.0,30939.0
1331,Houghton,Michigan,36333,779767925.0,8144.0,22.0,21462.0
1332,Houston,Alabama,104108,2579874061.0,19326.0,19.0,24781.0
1333,Houston,Georgia,150341,3954683767.0,25087.0,17.0,26305.0
1334,Houston,Minnesota,18709,564070161.0,1654.0,9.0,30150.0
1335,Houston,Tennessee,8188,170465259.0,1394.0,17.0,20819.0
1336,Houston,Texas,22849,408633398.0,5373.0,24.0,17884.0
1337,Howard,Arkansas,13472,318298157.0,2835.0,21.0,23627.0
1338,Howard,Indiana,82457,2168120542.0,13595.0,16.0,26294.0
1339,Howard,Iowa,9321,260106796.0,1080.0,12.0,27905.0
1340,Howard,Maryland,312495,15951169365.0,16147.0,5.0,51045.0
1341,Howard,Missouri,10144,237680844.0,1708.0,17.0,23431.0
1342,Howard,Nebraska,6385,170696668.0,649.0,10.0,26734.0
1343,Howard,Texas,36491,839067541.0,5272.0,14.0,22994.0
1344,Howell,Missouri,40139,813755815.0,9221.0,23.0,20273.0
1345,Hubbard,Minnesota,20743,582321892.0,2243.0,11.0,28073.0
1346,Hudson,New Jersey,679756,24410131120.0,116384.0,17.0,35910.0
1347,Hudspeth,Texas,3702,46434186.0,1318.0,36.0,12543.0
1348,Huerfano,Colorado,6498,166007042.0,961.0,15.0,25547.0
1349,Hughes,Oklahoma,13519,243399951.0,2801.0,21.0,18004.0
1350,Hughes,South Dakota,17572,562295776.0,1970.0,11.0,32000.0
1351,Humacao Municipio,Puerto Rico,54736,639430259.0,25084.0,46.0,11682.0
1352,Humboldt,California,135490,3415456743.0,28408.0,21.0,25208.0
1353,Humboldt,Iowa,9586,283617171.0,1245.0,13.0,29587.0
1354,Humboldt,Nevada,17088,499235060.0,1557.0,9.0,29216.0
1355,Humphreys,Mississippi,8678,136206709.0,3513.0,40.0,15696.0
1356,Humphreys,Tennessee,18281,429559217.0,3356.0,18.0,23498.0
1357,Hunt,Texas,90322,2162469278.0,17357.0,19.0,23942.0
1358,Hunterdon,New Jersey,125717,6813858970.0,5516.0,4.0,54200.0
1359,Huntingdon,Pennsylvania,45686,1046571424.0,6309.0,14.0,22908.0
1360,Huntington,Indiana,36520,884582891.0,4286.0,12.0,24222.0
1361,Huron,Michigan,31750,836687163.0,4332.0,14.0,26352.0
1362,Huron,Ohio,58497,1415239934.0,8343.0,14.0,24193.0
1363,Hutchinson,South Dakota,7277,217360171.0,942.0,13.0,29869.0
1364,Hutchinson,Texas,21704,545943991.0,3574.0,16.0,25154.0
1365,Hyde,North Carolina,5507,105629767.0,1118.0,20.0,19181.0
1366,Hyde,South Dakota,1373,41570321.0,195.0,14.0,30277.0
1367,Iberia Parish,Louisiana,73346,1717009448.0,14941.0,20.0,23410.0
1368,Iberville Parish,Louisiana,33122,737014160.0,6491.0,20.0,22251.0
1369,Ida,Iowa,6965,210288078.0,716.0,10.0,30192.0
1370,Idaho,Idaho,16275,337560760.0,2186.0,13.0,20741.0
1371,Imperial,California,179957,3113868284.0,42073.0,23.0,17303.0
1372,Independence,Arkansas,37097,855312476.0,6862.0,18.0,23056.0
1373,Indian River,Florida,147981,4901441129.0,18799.0,13.0,33122.0
1374,Indiana,Pennsylvania,86551,2165003559.0,17139.0,20.0,25014.0
1375,Ingham,Michigan,286185,7840991439.0,57554.0,20.0,27398.0
1376,Inyo,California,18195,551725524.0,1849.0,10.0,30323.0
1377,Ionia,Michigan,64147,1457077142.0,8055.0,13.0,22715.0
1378,Iosco,Michigan,25317,610114712.0,4258.0,17.0,24099.0
1379,Iowa,Iowa,16231,484994655.0,1594.0,10.0,29881.0
1380,Iowa,Wisconsin,23576,747754594.0,2128.0,9.0,31717.0
1381,Iredell,North Carolina,169798,5160708864.0,21578.0,13.0,30393.0
1382,Irion,Texas,1592,51432744.0,215.0,14.0,32307.0
1383,Iron,Michigan,11291,267126159.0,1601.0,14.0,23658.0
1384,Iron,Missouri,10286,199692270.0,2173.0,21.0,19414.0
1385,Iron,Utah,48504,959947914.0,10141.0,21.0,19791.0
1386,Iron,Wisconsin,5748,153410100.0,878.0,15.0,26689.0
1387,Iroquois,Illinois,28457,753547425.0,4422.0,16.0,26480.0
1388,Irwin,Georgia,9278,180257456.0,2276.0,25.0,19428.0
1389,Isabela Municipio,Puerto Rico,43314,381052123.0,23385.0,54.0,8797.0
1390,Isabella,Michigan,70572,1553186363.0,21060.0,30.0,22009.0
1391,Isanti,Minnesota,38584,1163119695.0,2742.0,7.0,30145.0
1392,Island,Washington,80323,2717912044.0,8012.0,10.0,33837.0
1393,Isle of Wight,Virginia,36090,1197170195.0,3721.0,10.0,33172.0
1394,Issaquena,Mississippi,1296,21187008.0,522.0,40.0,16348.0
1395,Itasca,Minnesota,45237,1243859044.0,5692.0,13.0,27496.0
1396,Itawamba,Mississippi,23439,488907500.0,4386.0,19.0,20859.0
1397,Izard,Arkansas,13521,266867691.0,2395.0,18.0,19737.0
1398,Jack,Texas,8839,225865548.0,1546.0,17.0,25553.0
1399,Jackson,Alabama,52326,1096047808.0,9961.0,19.0,20947.0
1400,Jackson,Arkansas,17429,339140146.0,4527.0,26.0,19458.0
1401,Jackson,Colorado,1372,33338228.0,176.0,13.0,24299.0
1402,Jackson,Florida,48571,880402791.0,10428.0,21.0,18126.0
1403,Jackson,Georgia,63851,1634460907.0,7987.0,13.0,25598.0
1404,Jackson,Illinois,59115,1386532168.0,17154.0,29.0,23455.0
1405,Jackson,Indiana,43779,1018274965.0,6802.0,16.0,23259.0
1406,Jackson,Iowa,19409,537093345.0,2346.0,12.0,27672.0
1407,Jackson,Kansas,13322,345300606.0,1319.0,10.0,25920.0
1408,Jackson,Kentucky,13369,224954860.0,4406.0,33.0,16827.0
1409,Jackson,Michigan,158989,4126004140.0,23609.0,15.0,25952.0
1410,Jackson,Minnesota,10104,313327338.0,783.0,8.0,31010.0
1411,Jackson,Mississippi,141314,3485490547.0,21604.0,15.0,24665.0
1412,Jackson,Missouri,688554,19943683844.0,110123.0,16.0,28965.0
1413,Jackson,North Carolina,41725,987791016.0,9420.0,23.0,23674.0
1414,Jackson,Ohio,32624,708928184.0,6756.0,21.0,21730.0
1415,Jackson,Oklahoma,25574,587906937.0,4566.0,18.0,22988.0
1416,Jackson,Oregon,212070,5742969807.0,35751.0,17.0,27081.0
1417,Jackson,South Dakota,3275,55473223.0,1446.0,44.0,16938.0
1418,Jackson,Tennessee,11573,215749094.0,2577.0,22.0,18642.0
1419,Jackson,Texas,14756,395597806.0,2020.0,14.0,26809.0
1420,Jackson,West Virginia,29123,676991270.0,4293.0,15.0,23246.0
1421,Jackson,Wisconsin,20531,507937023.0,2700.0,13.0,24740.0
1422,Jackson Parish,Louisiana,15952,320780061.0,3934.0,25.0,20109.0
1423,James City,Virginia,73028,3070619775.0,5537.0,8.0,42047.0
1424,Jasper,Georgia,13732,271676844.0,2666.0,19.0,19784.0
1425,Jasper,Illinois,9608,247945167.0,1204.0,13.0,25806.0
1426,Jasper,Indiana,33448,834614179.0,2975.0,9.0,24953.0
1427,Jasper,Iowa,36789,1001184347.0,3346.0,9.0,27214.0
1428,Jasper,Mississippi,16547,341184491.0,3775.0,23.0,20619.0
1429,Jasper,Missouri,118522,2772196241.0,20668.0,17.0,23390.0
1430,Jasper,South Carolina,27465,551134387.0,6210.0,23.0,20067.0
1431,Jasper,Texas,35444,758584465.0,5990.0,17.0,21402.0
1432,Jay,Indiana,21107,426216951.0,3793.0,18.0,20193.0
1433,Jayuya Municipio,Puerto Rico,15297,109814676.0,9219.0,60.0,7179.0
1434,Jeff Davis,Georgia,14999,278235797.0,3092.0,21.0,18550.0
1435,Jeff Davis,Texas,2236,56273412.0,150.0,7.0,25167.0
1436,Jefferson,Alabama,659460,19425329625.0,117504.0,18.0,29456.0
1437,Jefferson,Arkansas,71373,1453958478.0,17175.0,24.0,20371.0
1438,Jefferson,Colorado,564029,22666501888.0,44657.0,8.0,40187.0
1439,Jefferson,Florida,14085,316234090.0,2141.0,15.0,22452.0
1440,Jefferson,Georgia,15954,278953367.0,4306.0,27.0,17485.0
1441,Jefferson,Idaho,27410,589828834.0,2600.0,9.0,21519.0
1442,Jefferson,Illinois,38358,944263517.0,7230.0,19.0,24617.0
1443,Jefferson,Indiana,32293,821174197.0,4554.0,14.0,25429.0
1444,Jefferson,Iowa,17945,477883240.0,2739.0,15.0,26630.0
1445,Jefferson,Kansas,18856,523876558.0,1567.0,8.0,27783.0
1446,Jefferson,Kentucky,764378,23725259860.0,116589.0,15.0,31039.0
1447,Jefferson,Mississippi,7463,102676855.0,3539.0,47.0,13758.0
1448,Jefferson,Missouri,222639,6109899131.0,24389.0,11.0,27443.0
1449,Jefferson,Montana,11625,376501995.0,1158.0,10.0,32387.0
1450,Jefferson,Nebraska,7276,195428487.0,767.0,11.0,26859.0
1451,Jefferson,New York,116567,2881185632.0,17028.0,15.0,24717.0
1452,Jefferson,Ohio,67349,1618264198.0,12541.0,19.0,24028.0
1453,Jefferson,Oklahoma,6270,119943891.0,1303.0,21.0,19130.0
1454,Jefferson,Oregon,22707,521280859.0,4700.0,21.0,22957.0
1455,Jefferson,Pennsylvania,44258,1057548596.0,6283.0,14.0,23895.0
1456,Jefferson,Tennessee,52887,1254707380.0,7313.0,14.0,23724.0
1457,Jefferson,Texas,254574,6458661430.0,47716.0,19.0,25370.0
1458,Jefferson,Washington,30524,986459575.0,3939.0,13.0,32318.0
1459,Jefferson,West Virginia,55673,1850606276.0,5505.0,10.0,33241.0
1460,Jefferson,Wisconsin,84586,2437652148.0,8433.0,10.0,28819.0
1461,Jefferson Davis,Mississippi,11639,198264660.0,3775.0,32.0,17035.0
1462,Jefferson Davis Parish,Louisiana,31405,724442024.0,6148.0,20.0,23068.0
1463,Jefferson Parish,Louisiana,437038,12603782831.0,71402.0,16.0,28839.0
1464,Jenkins,Georgia,8929,135270903.0,2744.0,31.0,15150.0
1465,Jennings,Indiana,27840,637543831.0,3860.0,14.0,22900.0
1466,Jerauld,South Dakota,2034,78870384.0,181.0,9.0,38776.0
1467,Jerome,Idaho,23039,445324081.0,3757.0,16.0,19329.0
1468,Jersey,Illinois,22215,611523722.0,2098.0,9.0,27528.0
1469,Jessamine,Kentucky,51667,1456754030.0,9333.0,18.0,28195.0
1470,Jewell,Kansas,2963,72181194.0,421.0,14.0,24361.0
1471,Jim Hogg,Texas,5262,93458466.0,1366.0,26.0,17761.0
1472,Jim Wells,Texas,41318,852417352.0,9483.0,23.0,20631.0
1473,Jo Daviess,Illinois,22046,714303351.0,1673.0,8.0,32401.0
1474,Johnson,Arkansas,26155,490589943.0,5843.0,22.0,18757.0
1475,Johnson,Georgia,9800,193116438.0,2107.0,22.0,19706.0
1476,Johnson,Illinois,12899,267337741.0,3075.0,24.0,20725.0
1477,Johnson,Indiana,149359,4645235265.0,14135.0,9.0,31101.0
1478,Johnson,Iowa,144425,4771642875.0,27283.0,19.0,33039.0
1479,Johnson,Kansas,578797,24923584543.0,32671.0,6.0,43061.0
1480,Johnson,Kentucky,23064,459544824.0,5570.0,24.0,19925.0
1481,Johnson,Missouri,53941,1257021234.0,9357.0,17.0,23304.0
1482,Johnson,Nebraska,5200,116467220.0,553.0,11.0,22398.0
1483,Johnson,Tennessee,17846,342330373.0,4513.0,25.0,19182.0
1484,Johnson,Texas,160173,4256434361.0,17756.0,11.0,26574.0
1485,Johnson,Wyoming,8562,280255648.0,849.0,10.0,32732.0
1486,Johnston,North Carolina,186308,4633760358.0,26967.0,14.0,24872.0
1487,Johnston,Oklahoma,11039,232065451.0,2221.0,20.0,21022.0
1488,Jones,Georgia,28540,744834661.0,4045.0,14.0,26098.0
1489,Jones,Iowa,20468,606937591.0,1900.0,9.0,29653.0
1490,Jones,Mississippi,68328,1432035874.0,14938.0,22.0,20958.0
1491,Jones,North Carolina,9776,205858387.0,2581.0,26.0,21058.0
1492,Jones,South Dakota,740,19629240.0,80.0,11.0,26526.0
1493,Jones,Texas,19969,358640074.0,2083.0,10.0,17960.0
1494,Josephine,Oregon,84514,2057798379.0,15760.0,19.0,24349.0
1495,Juab,Utah,10694,218766282.0,1368.0,13.0,20457.0
1496,Juana Díaz Municipio,Puerto Rico,47952,491202156.0,22890.0,48.0,10244.0
1497,Judith Basin,Montana,1965,56413185.0,273.0,14.0,28709.0
1498,Juncos Municipio,Puerto Rico,39704,358021758.0,20252.0,51.0,9017.0
1499,Juneau City and Borough,Alaska,32434,1359116093.0,2423.0,7.0,41904.0
1500,Juneau,Wisconsin,26427,644174363.0,3759.0,14.0,24376.0
1501,Juniata,Pennsylvania,24448,588415196.0,3198.0,13.0,24068.0
1502,Kalamazoo,Michigan,259830,7602102104.0,45542.0,18.0,29258.0
1503,Kalawao,Hawaii,86,3958064.0,11.0,13.0,46024.0
1504,Kalkaska,Michigan,17358,396137466.0,3212.0,19.0,22822.0
1505,Kanabec,Minnesota,15948,420154160.0,1847.0,12.0,26345.0
1506,Kanawha,West Virginia,187827,5296813386.0,30994.0,17.0,28200.0
1507,Kandiyohi,Minnesota,42577,1250701356.0,4839.0,11.0,29375.0
1508,Kane,Illinois,529402,17727531723.0,55343.0,10.0,33486.0
1509,Kane,Utah,7246,179960138.0,804.0,11.0,24836.0
1510,Kankakee,Illinois,110801,2897477629.0,16988.0,15.0,26150.0
1511,Karnes,Texas,15051,406543115.0,2984.0,20.0,27011.0
1512,Kauai,Hawaii,71093,2169368271.0,6487.0,9.0,30515.0
1513,Kaufman,Texas,114852,3058690267.0,14357.0,13.0,26632.0
1514,Kay,Oklahoma,45173,1086716237.0,7967.0,18.0,24057.0
1515,Kearney,Nebraska,6547,204485604.0,614.0,9.0,31233.0
1516,Kearny,Kansas,3931,95255992.0,519.0,13.0,24232.0
1517,Keith,Nebraska,8129,226717456.0,1061.0,13.0,27890.0
1518,Kemper,Mississippi,10082,159196780.0,3358.0,33.0,15790.0
1519,Kenai Peninsula Borough,Alaska,57961,1932216138.0,6376.0,11.0,33336.0
1520,Kendall,Illinois,122933,4102144155.0,6929.0,6.0,33369.0
1521,Kendall,Texas,40306,1592772319.0,2292.0,6.0,39517.0
1522,Kenedy,Texas,564,7729620.0,140.0,25.0,13705.0
1523,Kennebec,Maine,121289,3315606336.0,17135.0,14.0,27336.0
1524,Kenosha,Wisconsin,167886,4867954727.0,24390.0,15.0,28996.0
1525,Kent,Delaware,173145,4747649613.0,22724.0,13.0,27420.0
1526,Kent,Maryland,19666,633575418.0,2691.0,14.0,32217.0
1527,Kent,Michigan,636376,18730691281.0,85294.0,13.0,29433.0
1528,Kent,Rhode Island,164012,6094242017.0,12803.0,8.0,37157.0
1529,Kent,Texas,680,18710200.0,122.0,18.0,27515.0
1530,Kenton,Kentucky,163987,4951545563.0,21145.0,13.0,30195.0
1531,Keokuk,Iowa,10223,272315654.0,1151.0,11.0,26638.0
1532,Kern,California,878744,19082429793.0,194373.0,22.0,21716.0
1533,Kerr,Texas,50761,1445855287.0,7035.0,14.0,28484.0
1534,Kershaw,South Carolina,63734,1499674988.0,10426.0,16.0,23530.0
1535,Ketchikan Gateway Borough,Alaska,13745,464187070.0,1471.0,11.0,33771.0
1536,Kewaunee,Wisconsin,20378,586205246.0,1872.0,9.0,28767.0
1537,Keweenaw,Michigan,2136,61233200.0,308.0,14.0,28667.0
1538,Keya Paha,Nebraska,720,20866320.0,55.0,8.0,28981.0
1539,Kidder,North Dakota,2457,84655935.0,170.0,7.0,34455.0
1540,Kimball,Nebraska,3688,88552568.0,420.0,11.0,24011.0
1541,Kimble,Texas,4432,119584527.0,976.0,22.0,26982.0
1542,King,Texas,289,8646302.0,10.0,3.0,29918.0
1543,King,Washington,2118119,98101902758.0,220355.0,10.0,46316.0
1544,King George,Virginia,25564,912004500.0,1461.0,6.0,35675.0
1545,King William,Virginia,16329,509326513.0,1774.0,11.0,31192.0
1546,King and Queen,Virginia,7052,182156444.0,1099.0,16.0,25830.0
1547,Kingfisher,Oklahoma,15510,494536308.0,1378.0,9.0,31885.0
1548,Kingman,Kansas,7576,234304356.0,582.0,8.0,30927.0
1549,Kings,California,150183,2978869989.0,28416.0,19.0,19835.0
1550,Kings,New York,2635121,78862427937.0,576127.0,22.0,29927.0
1551,Kingsbury,South Dakota,5000,166664640.0,476.0,10.0,33333.0
1552,Kinney,Texas,3631,77685245.0,385.0,11.0,21395.0
1553,Kiowa,Colorado,1368,32313528.0,145.0,11.0,23621.0
1554,Kiowa,Kansas,2524,63001564.0,220.0,9.0,24961.0
1555,Kiowa,Oklahoma,9127,210619760.0,2175.0,24.0,23077.0
1556,Kit Carson,Colorado,7846,204978252.0,903.0,12.0,26125.0
1557,Kitsap,Washington,258903,8909474327.0,25788.0,10.0,34412.0
1558,Kittitas,Washington,43726,1167387303.0,9073.0,21.0,26698.0
1559,Kittson,Minnesota,4384,133822503.0,489.0,11.0,30525.0
1560,Klamath,Oregon,66018,1570770676.0,12338.0,19.0,23793.0
1561,Kleberg,Texas,31540,624674234.0,7682.0,24.0,19806.0
1562,Klickitat,Washington,21172,530773041.0,3154.0,15.0,25070.0
1563,Knott,Kentucky,15690,277238770.0,5108.0,33.0,17670.0
1564,Knox,Illinois,51374,1216318272.0,9459.0,18.0,23676.0
1565,Knox,Indiana,37763,885187593.0,6190.0,16.0,23441.0
1566,Knox,Kentucky,31424,498654586.0,10845.0,35.0,15869.0
1567,Knox,Maine,39700,1183288607.0,4688.0,12.0,29806.0
1568,Knox,Missouri,3976,88150220.0,802.0,20.0,22171.0
1569,Knox,Nebraska,8496,231801978.0,1046.0,12.0,27284.0
1570,Knox,Ohio,60945,1494573685.0,8551.0,14.0,24523.0
1571,Knox,Tennessee,452286,13813073615.0,73039.0,16.0,30541.0
1572,Knox,Texas,3753,78987024.0,549.0,15.0,21046.0
