ID,County,State,TotalPop,poverty percentage,percapitalincome,cases,deaths,TotalCasesPer100K,TotalDeathsPer100K
289,Buchanan,Missouri,89425,17.0,24271.0,1133648,15298.0,1267708.135308918,17107.07296617277
290,Buchanan,Virginia,22611,26.0,19241.0,99050,2348.0,438061.1206934678,10384.326212905224
291,Buckingham,Virginia,17048,17.0,19702.0,253766,2497.0,1488538.24495542,14646.879399343032
292,Bucks,Pennsylvania,626486,6.0,41924.0,4396437,198217.0,701761.4120666704,31639.493939210137
293,Buena Vista,Iowa,20369,14.0,26346.0,673915,4307.0,3308532.574009524,21144.877018999458
294,Buena Vista city,Virginia,6495,21.0,17969.0,61997,663.0,954534.2571208623,10207.852193995383
295,Buffalo,Nebraska,48834,15.0,28553.0,554435,5426.0,1135346.2751361756,11111.111111111111
296,Buffalo,South Dakota,2048,40.0,10960.0,60655,1444.0,2961669.9218749995,70507.8125
297,Buffalo,Wisconsin,13243,11.0,28286.0,120687,1002.0,911326.7386543835,7566.261421128143
298,Bullitt,Kentucky,78622,10.0,26643.0,541715,4443.0,689011.9813792576,5651.090025692554
299,Bulloch,Georgia,73742,33.0,20526.0,768371,9513.0,1041972.0105231755,12900.382414363592
300,Bullock,Alabama,10478,29.0,20856.0,172883,4611.0,1649961.8247757205,44006.4897881275
301,Buncombe,North Carolina,252268,13.0,29590.0,1318677,31256.0,522728.60608559154,12389.997938700113
302,Bureau,Illinois,33619,13.0,28332.0,335548,7973.0,998090.3655670901,23715.75597132574
303,Burke,Georgia,22645,29.0,19720.0,268979,4145.0,1187807.4630161184,18304.261426363435
304,Burke,North Carolina,88898,19.0,21885.0,915847,14025.0,1030222.2772165854,15776.507907939436
305,Burke,North Dakota,2253,7.0,35674.0,24421,183.0,1083932.5343985795,8122.503328894806
306,Burleigh,North Dakota,92372,9.0,36483.0,1731210,20205.0,1874171.8269605509,21873.511453687264
307,Burleson,Texas,17596,15.0,27112.0,152549,2347.0,866952.7165264833,13338.25869515799
308,Burlington,New Jersey,449192,6.0,39528.0,3475287,146182.0,773675.1767618301,32543.322231918643
309,Burnet,Texas,45017,12.0,29247.0,311813,4437.0,692656.1076926495,9856.276517759958
310,Burnett,Wisconsin,15239,15.0,26308.0,121862,2210.0,799671.8944812652,14502.26392807927
311,Burt,Nebraska,6546,12.0,26422.0,60510,731.0,924381.3015582034,11167.124961808737
312,Butler,Alabama,20126,24.0,19004.0,291440,11056.0,1448077.114180662,54933.91632713903
313,Butler,Iowa,14822,9.0,28584.0,160855,2189.0,1085244.9062204831,14768.587235190933
314,Butler,Kansas,66260,11.0,28478.0,621717,3187.0,938299.1246604286,4809.840024147299
315,Butler,Kentucky,12735,22.0,21787.0,149013,4466.0,1170106.0070671379,35068.70828425599
316,Butler,Missouri,42826,22.0,20855.0,355335,2216.0,829717.9283612759,5174.426750105076
317,Butler,Nebraska,8105,8.0,27216.0,90167,1029.0,1112486.1196792105,12695.86674892042
318,Butler,Ohio,375702,14.0,29745.0,3223381,34790.0,857962.1615003381,9259.998615924324
319,Butler,Pennsylvania,185984,9.0,35101.0,1038444,23703.0,558351.2560220234,12744.644700619408
320,Butte,California,225207,21.0,26304.0,1007585,13730.0,447403.94392714265,6096.613337951308
321,Butte,Idaho,2613,16.0,26227.0,20565,50.0,787026.4064293915,1913.5093761959433
322,Butte,South Dakota,10194,11.0,26178.0,99784,1905.0,978850.3041004512,18687.46321365509
323,Butts,Georgia,23556,23.0,21236.0,272101,12146.0,1155123.9599252844,51562.23467481746
324,Cabarrus,North Carolina,196716,12.0,29143.0,1647704,24544.0,837605.4820146811,12476.870208828972
325,Cabell,West Virginia,96100,24.0,24646.0,610194,11429.0,634957.3361082206,11892.819979188345
326,Cache,Utah,120288,16.0,21752.0,1473024,2904.0,1224581.0055865922,2414.2059058260174
327,Caddo,Oklahoma,29437,21.0,21071.0,372593,7204.0,1265730.2034854095,24472.60250704895
328,Calaveras,California,45057,13.0,31652.0,149788,3351.0,332441.13012406504,7437.246154870497
329,Caldwell,Kentucky,12747,18.0,25272.0,108541,1354.0,851502.3142700243,10622.107162469601
330,Caldwell,Missouri,9046,13.0,24200.0,63135,674.0,697932.7879725846,7450.806986513377
331,Caldwell,North Carolina,81805,16.0,21991.0,798330,5363.0,975893.8940162581,6555.833995477049
332,Caldwell,Texas,40544,18.0,23366.0,459042,8708.0,1132206.9850039463,21477.900552486186
333,Caledonia,Vermont,30576,13.0,25896.0,29611,277.0,96843.92987964417,905.9392987964417
334,Calhoun,Alabama,115527,19.0,23637.0,1329813,21943.0,1151084.1621439145,18993.82828256598
335,Calhoun,Arkansas,5194,19.0,22866.0,28397,142.0,546726.992683866,2733.923758182518
336,Calhoun,Florida,14458,13.0,15927.0,193813,4431.0,1340524.277216766,30647.39244708812
337,Calhoun,Georgia,6503,28.0,13865.0,81925,2553.0,1259803.167768722,39258.80362909426
338,Calhoun,Illinois,4897,13.0,25660.0,41796,282.0,853502.1441699,5758.6277312640395
339,Calhoun,Iowa,9814,15.0,27370.0,141056,1201.0,1437293.6621153452,12237.619726920724
340,Calhoun,Michigan,134327,17.0,24859.0,986601,25911.0,734477.0597124926,19289.49503822761
341,Calhoun,Mississippi,14617,27.0,17837.0,181373,3446.0,1240836.0128617364,23575.289047000068
342,Calhoun,South Carolina,14808,18.0,24767.0,137306,4100.0,927242.0313344139,27687.736358725015
343,Calhoun,Texas,21821,16.0,26910.0,213030,2177.0,976261.3995692224,9976.628018880896
344,Calhoun,West Virginia,7450,17.0,19696.0,16575,0.0,222483.22147651008,0.0
345,Callahan,Texas,13660,16.0,22205.0,80790,2516.0,591434.8462664714,18418.740849194728
346,Callaway,Missouri,44793,13.0,24208.0,443084,2711.0,989181.3452994887,6052.284955238541
347,Calloway,Kentucky,38616,25.0,21757.0,316480,3387.0,819556.6604516263,8770.975761342448
348,Calumet,Wisconsin,49737,6.0,32713.0,648270,4213.0,1303395.862235358,8470.555119930837
349,Calvert,Maryland,90824,6.0,41469.0,381377,9685.0,419907.7336386858,10663.481018233066
350,Camas,Idaho,886,22.0,29193.0,8268,0.0,933182.8442437924,0.0
351,Cambria,Pennsylvania,135871,16.0,24838.0,880321,23644.0,647909.4140765873,17401.800236989497
352,Camden,Georgia,52252,13.0,26854.0,397275,3609.0,760305.8256143306,6906.912654061089
353,Camden,Missouri,44855,18.0,25492.0,415840,8001.0,927076.134210233,17837.476312562703
354,Camden,New Jersey,510996,13.0,32931.0,4691068,185869.0,918024.4072360644,36373.86594024219
355,Camden,North Carolina,10336,9.0,27468.0,45216,766.0,437461.3003095976,7410.990712074304
356,Cameron,Pennsylvania,4754,14.0,24933.0,15213,334.0,320004.20698359277,7025.6625999158605
357,Cameron,Texas,420201,31.0,16085.0,5492225,214983.0,1307047.1036480162,51161.94392683502
358,Camp,Texas,12670,17.0,21069.0,121441,3614.0,958492.5019731648,28524.0726124704
359,Campbell,Kentucky,91804,14.0,31064.0,620778,6294.0,676199.2941484031,6855.910417846717
360,Campbell,South Dakota,1443,5.0,36158.0,14576,299.0,1010117.8101178101,20720.72072072072
361,Campbell,Tennessee,39824,21.0,21281.0,323696,4152.0,812816.3921253516,10425.873844917638
362,Campbell,Virginia,55158,12.0,26417.0,280231,2672.0,508051.4159324124,4844.265564378694
363,Campbell,Wyoming,48116,9.0,33200.0,439636,3463.0,913700.2244575609,7197.190123867321
364,Canadian,Oklahoma,132922,8.0,29852.0,1352630,7042.0,1017611.8325032726,5297.843848271918
365,Candler,Georgia,10894,32.0,18233.0,122856,5623.0,1127740.040389205,51615.56820268038
366,Cannon,Tennessee,13839,17.0,24595.0,160178,1426.0,1157439.121323795,10304.212732133823
367,Canyon,Idaho,207027,17.0,19765.0,2958203,31204.0,1428897.1969839684,15072.4301661136
368,Cape Girardeau,Missouri,78013,18.0,25965.0,949181,13539.0,1216695.9352928358,17354.799841052132
369,Cape May,New Jersey,94549,11.0,36256.0,545907,29333.0,577379.9828660272,31024.12505684883
370,Carbon,Montana,10466,10.0,31697.0,84674,782.0,809038.792279763,7471.813491305178
371,Carbon,Pennsylvania,63987,13.0,25680.0,363764,14352.0,568496.7258974479,22429.556003563222
372,Carbon,Utah,20512,16.0,22536.0,120216,706.0,586076.4430577223,3441.8876755070205
373,Carbon,Wyoming,15689,13.0,27797.0,120950,1653.0,770922.302249984,10536.044362292052
374,Caribou,Idaho,6862,9.0,25669.0,67692,1170.0,986476.245992422,17050.422617312735
375,Carlisle,Kentucky,4890,17.0,24015.0,40060,296.0,819222.9038854806,6053.169734151329
376,Carlton,Minnesota,35408,12.0,26900.0,285159,3344.0,805351.8978761862,9444.193402620876
377,Caroline,Maryland,32785,17.0,25355.0,230775,1940.0,703904.2244929083,5917.340247064207
378,Caroline,Virginia,29889,12.0,28038.0,152070,1799.0,508782.49523235974,6018.936732577203
379,Carroll,Arkansas,27782,16.0,21753.0,287070,4394.0,1033294.9391692462,15815.99596861277
380,Carroll,Georgia,114898,19.0,23139.0,1153498,23251.0,1003932.1833278213,20236.20950756323
381,Carroll,Illinois,14704,11.0,27605.0,158546,3905.0,1078250.8161044614,26557.39934711643
382,Carroll,Indiana,19994,10.0,26589.0,164853,2898.0,824512.3537061118,14494.348304491346
383,Carroll,Iowa,20428,10.0,29190.0,310492,3749.0,1519933.4247111809,18352.261601723127
384,Carroll,Kentucky,10695,28.0,22296.0,82687,1235.0,773136.9798971482,11547.452080411407
385,Carroll,Maryland,167319,6.0,39690.0,821945,39388.0,491244.2699275038,23540.661849520977
386,Carroll,Mississippi,10221,14.0,22995.0,144315,3951.0,1411945.9935427064,38655.70883475198
387,Carroll,Missouri,8909,18.0,24642.0,80042,1523.0,898439.7799977551,17095.072398697946
388,Carroll,New Hampshire,47524,9.0,35646.0,111318,534.0,234235.33372611733,1123.6427910108578
389,Carroll,Ohio,27825,15.0,26908.0,133617,2381.0,480204.8517520216,8557.053009883199
390,Carroll,Tennessee,28137,20.0,20557.0,346312,6997.0,1230806.4114866545,24867.612041084692
391,Carroll,Virginia,29767,15.0,23690.0,212898,6768.0,715214.8352202104,22736.587496220647
392,Carson City,Nevada,54219,15.0,28044.0,504798,7397.0,931035.2459469929,13642.818938010661
393,Carson,Texas,6033,6.0,31788.0,29228,782.0,484468.75517984416,12962.042101773579
394,Carter,Kentucky,27385,21.0,18477.0,157476,1465.0,575044.7325178018,5349.64396567464
395,Carter,Missouri,6255,15.0,21569.0,46345,952.0,740927.2581934453,15219.824140687451
396,Carter,Montana,1320,12.0,30659.0,14821,446.0,1122803.0303030303,33787.87878787879
397,Carter,Oklahoma,48407,16.0,24965.0,393502,3081.0,812903.0925279402,6364.781953023323
398,Carter,Tennessee,56500,24.0,21001.0,545815,11940.0,966044.2477876107,21132.74336283186
399,Carteret,North Carolina,68699,13.0,30903.0,362369,2786.0,527473.4712295666,4055.371985036172
400,Carver,Minnesota,98799,4.0,44212.0,786706,3632.0,796269.1930080263,3676.15056832559
401,Cascade,Montana,81816,13.0,28350.0,723537,11265.0,884346.5825755354,13768.700498679966
402,Casey,Kentucky,15805,27.0,18319.0,123193,4337.0,779455.8683960772,27440.683328060742
403,Cass,Illinois,12880,13.0,25451.0,195485,4156.0,1517740.6832298136,32267.080745341616
404,Cass,Indiana,38248,14.0,23592.0,781468,7678.0,2043160.4266889773,20074.252248483583
405,Cass,Iowa,13327,15.0,26427.0,125541,3904.0,942004.9523523673,29293.914609439486
406,Cass,Michigan,51397,14.0,28018.0,385133,6821.0,749329.727415997,13271.202599373504
407,Cass,Minnesota,28810,15.0,28004.0,206198,2350.0,715716.7650121485,8156.889968760846
408,Cass,Missouri,101888,10.0,30617.0,724830,8749.0,711398.7908291457,8586.879711055277
409,Cass,Nebraska,25513,6.0,32509.0,208792,1381.0,818374.9461059067,5412.926743228942
410,Cass,North Dakota,170620,12.0,34193.0,2661358,29481.0,1559815.9653030126,17278.748095182276
411,Cass,Texas,30118,18.0,22145.0,165416,6901.0,549226.3762534033,22913.208048343182
412,Cassia,Idaho,23472,15.0,20007.0,354757,2737.0,1511405.0783912747,11660.7021131561
413,Castro,Texas,7891,16.0,22292.0,104019,2287.0,1318197.9470282602,28982.38499556457
414,Caswell,North Carolina,22833,22.0,21692.0,174899,1508.0,765992.2042657557,6604.4759777515
415,Catawba,North Carolina,156182,14.0,25960.0,1526111,22150.0,977136.2897132832,14182.172081289777
416,Catoosa,Georgia,65870,11.0,25643.0,492987,6273.0,748424.1688173676,9523.30347654471
417,Catron,New Mexico,3547,22.0,22487.0,6663,460.0,187848.88638285873,12968.705948689032
418,Cattaraugus,New York,78175,17.0,23984.0,292799,5972.0,374543.01247201796,7639.270866645347
419,Cavalier,North Dakota,3817,9.0,43144.0,45876,391.0,1201886.2981399004,10243.646843070474
420,Cayuga,New York,78319,12.0,27957.0,329550,4343.0,420779.12128602254,5545.269985571827
421,Cecil,Maryland,102416,10.0,32542.0,501676,13480.0,489841.43102640216,13162.005936572412
422,Cedar,Iowa,18368,5.0,30362.0,172100,2123.0,936955.574912892,11558.144599303136
423,Cedar,Missouri,13862,23.0,20228.0,68256,970.0,492396.4795844756,6997.5472514788635
424,Cedar,Nebraska,8561,10.0,29694.0,63202,757.0,738254.8767667328,8842.424950356266
425,Centre,Pennsylvania,160646,21.0,28545.0,1126632,14899.0,701313.4469579074,9274.429490930368
426,Cerro Gordo,Iowa,43134,11.0,31292.0,548400,8614.0,1271386.8410070941,19970.325033616173
427,Chaffee,Colorado,18818,10.0,28907.0,147984,6081.0,786396.003826124,32314.804973961105
428,Chambers,Alabama,33895,19.0,22002.0,419591,13727.0,1237914.1466292965,40498.598613364804
429,Chambers,Texas,39283,13.0,31412.0,447961,4332.0,1140343.1509813406,11027.671002723824
430,Champaign,Illinois,207946,24.0,28463.0,1902024,12186.0,914672.0783280274,5860.175237802121
431,Champaign,Ohio,39005,11.0,25528.0,224714,2418.0,576115.8825791565,6199.205230098705
432,Chariton,Missouri,7586,14.0,23463.0,38220,225.0,503822.8315317691,2965.989981544951
433,Charles City,Virginia,7022,13.0,32689.0,34594,1511.0,492651.6661919681,21518.08601538023
434,Charles,Maryland,156021,7.0,38890.0,1024941,30315.0,656925.0293229757,19430.076720441477
435,Charles Mix,South Dakota,9319,21.0,21805.0,132682,1115.0,1423779.375469471,11964.803090460351
436,Charleston,South Carolina,387847,16.0,35587.0,4492569,62923.0,1158335.3745162396,16223.66551758812
437,Charlevoix,Michigan,26160,12.0,31730.0,109136,1423.0,417186.54434250767,5439.602446483181
438,Charlotte,Florida,173236,12.0,29243.0,1136341,44156.0,655949.6871320049,25488.928398254408
439,Charlotte,Virginia,12176,23.0,19830.0,59002,751.0,484576.2155059133,6167.871222076215
440,Charlottesville city,Virginia,46487,25.0,32860.0,359510,6396.0,773355.9919977628,13758.685223826016
441,Charlton,Georgia,12963,23.0,19102.0,174397,2922.0,1345344.4418730233,22541.07845406156
442,Chase,Kansas,2665,13.0,24469.0,31208,410.0,1171031.8949343339,15384.615384615385
443,Chase,Nebraska,3803,8.0,33708.0,41229,293.0,1084117.801735472,7704.443860110438
444,Chatham,Georgia,285506,18.0,28766.0,2415506,43600.0,846043.8659782982,15271.13265570601
445,Chatham,North Carolina,68364,13.0,36933.0,547256,15768.0,800503.1888128255,23064.77093206951
446,Chattahoochee,Georgia,11096,13.0,22774.0,404000,573.0,3640951.694304254,5164.0230713770725
447,Chattooga,Georgia,24880,23.0,17716.0,262326,6462.0,1054364.9517684889,25972.66881028939
448,Chautauqua,Kansas,3425,14.0,23621.0,18826,234.0,549664.2335766423,6832.116788321167
449,Chautauqua,New York,130846,19.0,23962.0,466779,5138.0,356739.22015193437,3926.7535881876406
450,Chaves,New Mexico,65454,21.0,21177.0,813538,10262.0,1242915.6354080727,15678.186207107281
451,Cheatham,Tennessee,39713,13.0,25673.0,374520,3661.0,943066.5021529475,9218.643769042883
452,Cheboygan,Michigan,25475,17.0,24956.0,83841,3282.0,329110.89303238475,12883.218842001965
453,Chelan,Washington,75138,13.0,27605.0,724413,6502.0,964110.037530943,8653.411056988474
454,Chemung,New York,86883,16.0,27209.0,544096,9701.0,626239.8858234638,11165.590506773477
455,Chenango,New York,48763,15.0,25233.0,177577,3727.0,364163.40257982485,7643.09004778213
456,Cherokee,Alabama,25855,16.0,23010.0,204484,4429.0,790887.6426223167,17130.148907368013
457,Cherokee,Georgia,235896,10.0,33466.0,2490180,28150.0,1055626.2081595277,11933.22481093363
458,Cherokee,Iowa,11577,12.0,30973.0,149115,2224.0,1288027.9865250066,19210.50358469379
459,Cherokee,Kansas,20501,14.0,21005.0,219657,1951.0,1071445.2953514464,9516.608945905078
460,Cherokee,North Carolina,27463,17.0,21152.0,200644,2670.0,730597.5312238284,9722.171649127918
461,Cherokee,Oklahoma,48404,21.0,19800.0,478449,2847.0,988449.3017106024,5881.745310304933
462,Cherokee,South Carolina,56549,22.0,20516.0,454296,13294.0,803366.9914587348,23508.815363666905
463,Cherokee,Texas,51594,19.0,21102.0,458919,10675.0,889481.3350389581,20690.39035546769
464,Cherry,Nebraska,5792,9.0,27891.0,27702,749.0,478280.3867403315,12931.629834254143
465,Chesapeake city,Virginia,235410,10.0,32123.0,1563252,18461.0,664055.0528864535,7842.062784078842
466,Cheshire,New Hampshire,76109,11.0,32072.0,160476,1469.0,210850.22796252742,1930.1265290570102
467,Chester,Pennsylvania,514652,7.0,46256.0,3022795,117986.0,587347.3725935195,22925.394246986314
468,Chester,South Carolina,32424,22.0,20518.0,354911,6744.0,1094593.5109795213,20799.407846039972
469,Chester,Tennessee,17097,19.0,20497.0,205697,4091.0,1203117.5059952037,23928.174533543894
470,Chesterfield,South Carolina,46127,24.0,19768.0,404641,10857.0,877232.4235263511,23537.190799314933
471,Chesterfield,Virginia,335594,7.0,35370.0,2216701,30775.0,660530.5815956185,9170.306978074697
472,Cheyenne,Colorado,2127,12.0,23698.0,10823,343.0,508838.7400094029,16125.999059708509
473,Cheyenne,Kansas,2677,11.0,27934.0,33805,1145.0,1262794.1725812478,42771.759432200226
474,Cheyenne,Nebraska,10012,11.0,32994.0,76742,1062.0,766500.1997602877,10607.271274470635
475,Chickasaw,Iowa,12140,9.0,27973.0,126832,973.0,1044744.6457990116,8014.827018121911
476,Chickasaw,Mississippi,17305,23.0,19610.0,245941,7875.0,1421213.5221034382,45507.07887893672
477,Chicot,Arkansas,11008,29.0,20560.0,249256,5055.0,2264316.8604651163,45921.148255813954
478,Childress,Texas,7064,18.0,18694.0,124898,766.0,1768091.732729332,10843.714609286524
479,Chilton,Alabama,43805,19.0,23367.0,467437,8512.0,1067085.9490925693,19431.57173838603
480,Chippewa,Michigan,38023,17.0,21958.0,312460,2222.0,821765.7733477106,5843.8313652263105
481,Chippewa,Minnesota,12040,11.0,29355.0,148387,2587.0,1232450.1661129568,21486.710963455153
482,Chippewa,Wisconsin,63445,11.0,27020.0,680696,7295.0,1072891.4808101505,11498.148002206637
483,Chisago,Minnesota,54297,5.0,32105.0,471445,2953.0,868270.8068585742,5438.606184503748
484,Chittenden,Vermont,160985,12.0,36384.0,430184,14519.0,267219.92732242134,9018.852688138646
485,Choctaw,Alabama,13188,22.0,20994.0,100417,4087.0,761427.0548983925,30990.294206854716
486,Choctaw,Mississippi,8360,24.0,19816.0,75217,1904.0,899724.8803827752,22775.119617224882
487,Choctaw,Oklahoma,14979,31.0,19447.0,148806,972.0,993430.8031243741,6489.084718606048
488,Chouteau,Montana,5812,20.0,22014.0,40670,377.0,699759.1190640056,6486.579490708878
489,Chowan,North Carolina,14370,23.0,23542.0,127277,2485.0,885713.2915796799,17292.971468336815
490,Christian,Illinois,33562,13.0,25614.0,313487,8457.0,934053.3937190871,25198.14075442465
491,Christian,Kentucky,72438,19.0,21393.0,598120,8463.0,825699.2186421491,11683.09450840719
492,Christian,Missouri,83028,10.0,26628.0,773416,5371.0,931512.2609240256,6468.902057137351
493,Churchill,Nevada,24022,14.0,25211.0,151939,3711.0,632499.375572392,15448.339022562652
494,Cibola,New Mexico,27049,28.0,17768.0,366749,10078.0,1355868.9785204628,37258.308994787236
495,Cimarron,Oklahoma,2221,16.0,28461.0,12436,63.0,559927.960378208,2836.5601080594324
496,Citrus,Florida,141373,17.0,25034.0,976614,36938.0,690806.5896599776,26128.044251731237
497,Clackamas,Oregon,399962,9.0,37551.0,1271206,19868.0,317831.694010931,4967.471909831434
498,Claiborne,Mississippi,9106,46.0,13095.0,140643,4332.0,1544509.1148693168,47573.02877223808
